ident,section,time_appear,time_disappear,alt_min_ft,alt_max_ft,label,notes
N1909M,1,19:47:22,19:49:49,40699,40825,Clear,
N1923E,1,20:28:36,20:32:03,41400,42675,Clear,
N21EP,1,14:58:49,23:59:45,26850,27850,Clear,
N247LT,1,19:04:14,22:08:03,34208,44900,Clear,
N257AK,1,18:40:00,18:44:31,8050,13577,Blocked,
N258DV,1,13:02:30,18:16:17,34575,39750,Clear,
N26MJ,1,16:45:00,16:48:13,44750,44775,Clear,
N307FF,1,18:09:25,18:10:16,8025,10500,Blocked,
N310MW,1,15:00:08,15:32:40,9050,11350,Clear,
N311CV,1,22:08:17,22:15:32,23950,23975,Clear,
N317GS,1,23:25:48,23:33:15,30275,40063,Clear,
N350KH,1,19:48:20,19:50:56,8100,11900,Blocked,
N385MH,1,17:14:23,17:15:32,39750,39750,Clear,
N389SR,1,14:22:38,14:29:50,29825,29875,Clear,
N409GB,1,16:30:17,16:35:55,28725,37134,Dissipate < 10,
N4167C,1,21:29:55,21:35:16,22950,22975,Blocked,
N468GH,1,20:23:12,20:27:14,26025,31922,Clear,
N49CJ,1,19:46:34,19:57:05,8100,8750,Blocked,
N500XP,1,14:52:48,14:57:47,37818,37825,Clear,
N504RP,1,13:40:04,13:44:32,42750,42775,Clear,
N50LD,1,14:56:59,21:21:08,8100,23606,Blocked,
N518AM,1,23:39:57,23:41:09,10946,10950,Blocked,
N521BB,1,14:13:34,14:21:54,33800,33850,Dissipate < 10,
N525CP,1,16:44:36,21:48:56,8050,9950,Clear,
N53WF,1,13:28:38,13:30:51,11689,15350,Blocked,
N586M,1,23:15:39,23:21:11,21975,22000,Blocked,
N5VB,1,13:47:55,13:51:56,8800,8925,Clear,
N606AW,1,19:21:26,19:25:39,36597,37850,Clear,
N608ST,1,21:16:19,21:24:21,14600,32048,Clear,
N608TB,1,13:21:58,23:44:58,12334,39001,Clear,
N612TX,1,15:56:55,16:08:34,25975,26010,Clear,
N61TF,1,22:04:29,22:07:55,10925,11000,Clear,
N624BP,1,20:50:34,20:52:40,43075,43075,Clear,
N650SK,1,14:28:40,14:30:12,12289,16250,Clear,
N700YP,1,15:49:20,15:58:08,16000,16075,Blocked,
N72HA,1,14:13:22,14:20:26,35750,35800,Clear,
N744PC,1,17:26:03,20:24:22,10725,23975,Blocked,
N748RE,1,14:03:06,21:44:14,10700,28075,Clear,
N756HA,1,18:44:21,18:47:35,40900,40925,Clear,
N768JS,1,18:18:10,18:22:45,39925,39950,Clear,
N77LG,1,14:53:40,18:39:50,25950,30950,Clear,
N819AP,1,14:27:44,14:29:50,39650,39675,Clear,
N850LG,1,17:29:03,17:35:02,19800,33457,Persistent,
N851M,1,16:23:08,16:26:55,40825,40875,Blocked,
N869AC,1,18:52:43,18:57:28,35800,35825,Clear,
N9080X,1,19:15:40,19:28:08,17125,17150,Clear,
N911CF,1,17:32:39,17:37:12,21850,21900,Clear,
N914LS,1,15:20:59,17:16:43,8050,10575,Clear,
N921NG,1,14:16:18,20:00:33,23000,24000,Clear,
N9WW,1,16:24:48,16:29:35,36950,36975,Clear,
NJM959,1,15:58:23,16:04:32,31200,39690,Persistent,
NKS3903,1,17:45:46,17:53:16,37850,37925,Clear,
NKS738,1,17:45:34,17:55:02,33850,34000,Clear,
NWF338,1,14:44:02,14:49:19,23900,23900,Clear,
PBR35,1,17:43:27,17:48:02,42850,42900,Clear,
PDT5721,1,20:44:53,20:45:21,10933,11075,Blocked,
PDT5794,1,15:56:26,16:01:08,8050,14025,Blocked,
PDT5796,1,16:16:25,16:16:39,8150,8725,Blocked,
PDT5826,1,15:04:43,15:10:01,8075,14300,Clear,
PDT5876,1,15:24:11,15:24:41,10481,11175,Blocked,
PDT5896,1,18:35:55,18:36:23,10546,11181,Blocked,
PDT5902,1,16:57:36,17:02:42,8025,15825,Clear,
POE653,1,23:06:07,23:11:09,35875,35908,Dissipate < 10,
POE654,1,18:48:57,18:53:28,36825,36850,Clear,
POE662,1,18:02:30,23:05:48,35875,36875,Blocked,
POE665,1,22:49:17,22:55:26,37875,37925,Dissipate < 10,
POE669,1,15:07:37,15:13:27,37775,37800,Dissipate < 10,
PWA10,1,16:25:45,16:29:44,44825,44850,Clear,
QFA7521,1,16:59:20,20:07:51,10833,34025,Blocked,
ROU1702,1,21:27:27,21:32:04,34900,34950,Dissipate < 10,
ROU1734,1,22:06:17,22:10:49,34850,34875,Persistent,
RPA3406,1,17:12:52,17:13:19,10975,11133,Blocked,
RPA3421,1,13:56:45,13:59:26,34725,34725,Clear,
RPA3450,1,14:44:53,14:49:18,8100,9925,Clear,
RPA3497,1,23:47:32,23:51:35,30025,30050,Blocked,
RPA3526,1,23:46:45,23:50:15,8150,10000,Blocked,
RPA3617,1,13:14:57,13:21:50,8075,8550,Blocked,
RPA4336,1,22:02:16,22:06:21,25925,25950,Clear,
RPA4362,1,17:23:26,17:23:54,11392,11800,Blocked,
RPA4435,1,15:28:53,15:32:17,34875,34875,Clear,
RPA4519,1,17:16:45,17:17:14,10975,11063,Blocked,
RPA4523,1,23:01:28,23:02:56,34725,34950,Clear,
RPA4545,1,17:46:29,17:46:55,10975,11013,Blocked,
RPA4766,1,18:29:38,18:30:07,10850,11025,Blocked,
RPA5613,1,18:34:26,21:24:03,8075,19750,Clear,
RPA5645,1,21:47:42,23:15:25,8100,19125,Blocked,
SAME55,1,19:55:07,19:58:36,8075,10950,Blocked,
SCX159,1,23:35:45,23:41:14,8150,18825,Blocked,
SCX160,1,21:58:04,22:07:10,8200,19773,Clear,
SCX271,1,20:54:24,20:59:52,16375,26033,Clear,
SCX272,1,19:03:47,20:54:14,8025,15975,Clear,
SCX556,1,20:45:01,20:46:01,8050,9575,Blocked,
SCX8210,1,16:02:52,16:03:15,10225,10675,Blocked,
SCX8265,1,19:11:38,21:24:28,10900,31950,Blocked,
SCX8491,1,21:24:48,21:28:32,31925,31925,Clear,
SIA24,1,20:36:52,20:40:01,40775,40800,Clear,
SKW3629,1,14:29:56,14:33:54,33825,33850,Clear,
SKW3652,1,18:53:25,18:58:20,8125,18900,Blocked,
SKW3662,1,13:31:17,13:36:31,8075,15300,Clear,
SKW3673,1,23:36:31,23:42:16,8050,18750,Blocked,
SKW3677,1,21:32:36,21:36:37,8200,14050,Blocked,
SKW3680,1,21:25:07,21:27:23,29800,29825,Blocked,
SKW3700,1,15:08:08,15:11:32,32825,32825,Clear,
SKW3702,1,16:12:50,16:17:45,8075,18650,Blocked,
SKW3710,1,17:31:46,17:36:53,8075,13950,Blocked,
SKW3724,1,18:40:16,18:42:25,34725,34750,Clear,
SKW3731,1,21:03:15,23:58:37,33850,36825,Clear,
SKW3783,1,19:38:03,19:40:28,33375,34304,Clear,
SKW3786,1,21:24:36,21:26:18,33875,34850,Blocked,
SKW3889,1,23:38:05,23:43:10,36875,36961,Clear,
SKW4052,1,21:57:13,22:00:22,31900,31900,Clear,
SKW4055,1,16:28:49,16:32:07,36900,36925,Clear,
SKW4131,1,19:07:06,19:09:31,32750,32775,Clear,
SKW4632,1,16:52:20,16:52:48,10868,10975,Blocked,
SKW4669,1,16:35:41,16:36:07,10671,10950,Clear,
SKW4749,1,20:34:56,20:35:25,10860,11022,Blocked,
SKW4769,1,13:51:41,13:52:08,10925,10948,Blocked,
SKW4778,1,14:13:44,14:18:30,27725,30833,Clear,
SKW4923,1,23:54:34,23:55:03,10584,11139,Blocked,
SKW5041,1,15:44:36,15:45:06,10881,10919,Blocked,
SKW5062,1,21:35:18,21:35:46,10675,11020,Blocked,
SKW5075,1,16:02:19,16:02:48,10716,10950,Blocked,
SKW5122,1,18:23:27,18:25:38,12389,16800,Clear,
SKW5123,1,16:12:38,16:17:30,25900,25925,Blocked,
SKW5136,1,16:08:51,16:09:21,9710,10686,Blocked,
SKW5280,1,17:26:55,17:27:25,10925,11002,Blocked,
SKW5318,1,21:18:37,21:18:46,8050,8500,Clear,
SKW5333,1,19:43:55,19:48:13,8200,13350,Blocked,
SKW5371,1,17:32:00,17:32:28,10925,10950,Blocked,
SKW5386,1,17:10:49,17:11:17,10875,11244,Blocked,
SKW5437,1,18:08:22,18:11:54,29700,30000,Clear,
SKW5563,1,22:28:23,22:36:18,8100,8875,Blocked,
SKW5586,1,21:07:03,21:10:45,8075,14050,Blocked,
SKW5588,1,18:54:20,21:06:45,8050,14025,Blocked,
SKW5599,1,13:36:47,13:43:44,15025,25543,Clear,
SKW5748,1,18:40:26,18:44:22,31325,33825,Blocked,
SKW5783,1,17:56:44,18:02:05,8175,13975,Blocked,
SKW5792,1,20:58:59,20:59:29,11025,11256,Blocked,
SKW5819,1,15:43:21,15:48:07,29825,29850,Clear,
SKW5868,1,21:22:18,21:22:46,11050,11242,Blocked,
SKW5901,1,20:59:04,21:07:30,24500,31350,Clear,
SKW5910,1,13:47:34,13:48:02,10908,10975,Blocked,
SKW5912,1,17:25:18,17:25:46,10222,10856,Blocked,
SKW5930,1,18:34:45,18:42:34,24925,31694,Clear,
SKW5956,1,21:52:32,21:52:59,10994,11214,Clear,
SKW5996,1,19:01:19,19:01:47,10953,11167,,
SKW6203,1,20:04:21,20:04:51,10850,10996,,
SKW6397,1,20:00:39,20:01:08,10650,11000,,
SKW6414,1,20:11:11,20:11:39,10971,10995,,
SWA1083,1,16:34:36,16:41:08,31875,31925,Persistent,
SWA1087,1,19:33:56,19:34:24,10975,10992,Clear,
SWA126,1,16:55:32,17:01:38,19050,32250,Persistent,
SWA1715,1,23:24:24,23:25:21,8025,9525,,
SWA1881,1,23:09:20,23:11:59,35850,36975,,
SWA1944,1,17:51:27,17:55:14,8050,12893,Clear,
SWA1950,1,15:58:38,16:03:51,8025,12375,Blocked,
SWA2283,1,21:01:32,21:05:51,31873,31875,Clear,
SWA2687,1,21:03:39,21:09:59,37850,37875,Dissipate < 10,
SWA2743,1,16:49:18,16:55:20,21275,35044,Dissipate > 10,
SWA2881,1,19:32:42,19:37:22,8125,13081,Clear,
SWA3092,1,21:04:07,21:08:34,8050,12950,Clear,
SWA3099,1,22:02:46,23:37:44,8050,15525,Clear,
SWA3200,1,18:04:49,18:09:58,37450,37950,Dissipate < 10,
