ident,section,time_appear,time_disappear,alt_min_ft,alt_max_ft,label,notes
UAL2857,1,18:21:16,18:31:16,30950,30950,Blocked,
WSN8,1,18:25:34,18:34:59,19150,26925,Blocked,
AAL2264,1,18:28:32,18:38:09,35075,35075,Blocked,
N428Z,1,18:29:22,18:31:38,8175,9050,Blocked,
N51NP,1,18:30:26,18:37:08,42025,42025,Blocked,
TWY10,1,18:30:39,18:37:10,44025,44025,Blocked,
PAT322,1,18:30:40,21:50:58,21725,22700,Blocked,
N818QS,1,18:31:54,18:36:11,44000,44025,Blocked,
SWA2946,1,18:32:00,18:32:10,27525,27829,Blocked,
UAL1895,1,18:32:55,18:40:22,21106,34658,Blocked,
AAL1067,1,18:32:56,18:39:41,34025,34050,Blocked,
JBU857,1,18:34:39,18:43:50,20620,30938,Blocked,
CAL5382,1,18:35:30,18:42:19,36050,36100,Blocked,
SWA324,1,18:39:21,18:46:11,40000,40025,Blocked,
SWA1709,1,18:43:31,18:51:10,21758,30950,Blocked,
DAL504,1,18:43:36,18:53:03,35025,35100,Blocked,
TROY503,1,18:44:47,18:48:57,8100,10125,Blocked,
521,1,18:47:04,18:54:22,37975,38050,Blocked,
N950DM,1,18:47:14,18:53:39,48975,48979,Blocked,
N74DH,1,18:48:37,18:57:20,22537,33050,Blocked,
SKW3222,1,18:50:46,18:56:29,35950,35975,Blocked,
UAL378,1,18:52:33,18:58:57,26314,34025,Blocked,
SWA2858,1,18:52:45,19:01:48,20346,27469,Blocked,
DAL2568,1,18:53:08,18:59:42,38050,38125,Blocked,
UAL469,1,18:53:11,19:01:30,28950,28975,Blocked,
SKW5833,1,18:54:58,18:56:34,8075,9342,Blocked,
AAL1167,1,18:55:29,19:02:01,36000,36075,Blocked,
SWA2125,1,18:57:12,19:06:20,39050,39050,Blocked,
JBU2801,1,18:57:44,19:06:22,28925,28975,Blocked,
UAL2085,1,18:58:02,19:05:30,35050,36050,Blocked,
SWA1740,1,18:58:59,19:09:00,20518,27925,Blocked,
EJA569,1,18:59:20,19:06:58,42050,42050,Blocked,
AAL1308,1,18:59:43,19:06:33,28900,28925,Blocked,
DAL1948,1,18:59:53,19:01:02,36050,36050,Blocked,
SWA3941,1,19:00:38,19:08:21,40000,40000,Blocked,
BATT33,1,19:02:06,19:07:04,8025,9100,Blocked,
AAL3219,1,19:02:47,19:08:04,20754,26818,Blocked,
SWA2525,1,19:02:47,19:09:23,27900,32953,Blocked,
QUESO92,1,19:02:51,19:10:42,37985,38000,Blocked,
EJA754,1,19:04:28,19:14:11,44025,44050,Blocked,
LET5920,1,19:06:10,19:10:04,19688,26556,Blocked,
AAL2118,1,19:06:39,19:12:25,20275,27108,Blocked,
AAL2050,1,19:06:58,22:22:31,29900,34025,Blocked,
N94ZT,1,19:09:58,19:15:42,18217,22674,Blocked,
DAL811,1,19:11:10,19:17:33,34025,34125,Blocked,
N275HZ,1,19:11:23,19:21:01,41050,41050,Blocked,
JAKAL19,1,19:14:32,19:22:07,9317,10650,Blocked,
SWA1883,1,19:15:22,19:22:39,39950,39950,Blocked,
AAL3039,1,19:15:43,19:22:53,38075,38100,Blocked,
AAL2382,1,19:17:48,19:25:37,21150,33120,Blocked,
UAL8171,1,19:18:18,19:25:33,38025,38075,Blocked,
DAL937,1,19:19:28,19:22:04,9338,11175,Blocked,
SWA711,1,19:21:04,19:28:43,41975,41975,Blocked,
RKJ948,1,19:25:15,19:30:57,17525,24013,Blocked,
N480RL,1,19:25:56,19:38:58,39000,39050,Blocked,
SWA659,1,19:27:16,19:34:35,42000,42025,Blocked,
SWA1648,1,19:28:30,19:35:35,39975,40000,Blocked,
N1856E,1,19:32:28,19:54:29,8025,8125,Blocked,
GXA6102,1,19:33:49,19:41:49,17650,29575,Blocked,
UAL2209,1,19:34:44,19:42:25,34000,34025,Blocked,
AAL1439,1,19:35:35,19:43:01,36000,36050,Blocked,
SWA1578,1,19:35:48,19:43:38,39925,39950,Blocked,
XAMRS,1,19:37:39,19:46:21,41025,41056,Blocked,
N510GG,1,19:37:41,19:50:11,39025,39025,Blocked,
N435MS,1,19:38:18,19:43:32,17900,20725,Blocked,
SWA2172,1,19:38:32,19:48:21,37000,37025,Blocked,
SWA1221,1,19:40:40,19:52:27,39000,39000,Blocked,
N502RP,1,19:41:52,19:52:36,44075,44100,Blocked,
SWA3254,1,19:45:08,19:52:52,26607,39500,Blocked,
UAL1276,1,19:45:12,19:52:12,36000,36050,Blocked,
FFT3971,1,19:46:15,19:53:54,21763,35100,Blocked,
AMX614,1,19:46:25,19:50:48,20955,26551,Blocked,
AAL2721,1,19:46:39,19:47:37,8025,8167,,
ASA396,1,19:47:16,19:53:49,33975,34000,Blocked,
SWA2810,1,19:47:57,19:56:53,23680,35025,Blocked,
DOW896,1,19:48:10,19:52:19,21919,26875,Blocked,
SKW6499,1,19:48:38,19:52:10,14150,16400,Blocked,
JBU1700,1,19:49:03,19:56:35,35975,36025,Blocked,
N83PM,1,19:49:03,19:59:54,39000,39000,Blocked,
DAL749,1,19:50:33,19:57:23,36075,36125,Blocked,
AAL2716,1,19:50:43,19:58:53,38025,38050,Blocked,
AAL1687,1,19:51:00,19:58:34,34000,34075,Blocked,
EJA691,1,19:56:50,20:02:22,18295,26446,Blocked,
GXA6226,1,19:57:06,20:04:27,36050,36125,Blocked,
SWA2679,1,19:57:09,20:04:36,30204,34025,Blocked,
SWA282,1,19:58:14,20:05:05,41975,41975,Blocked,
SWA580,1,19:58:17,20:05:32,39925,39950,Blocked,
N3042F,1,19:58:45,20:07:39,10625,10650,Blocked,
N207BG,1,20:01:19,20:10:13,42050,42050,Blocked,
AAL2284,1,20:01:35,20:09:22,21070,29000,Blocked,
N765AT,1,20:04:15,20:11:40,46150,46175,Blocked,
SKW6289,1,20:04:48,20:08:10,13758,16350,Blocked,
ALLEY30,1,20:08:27,20:10:06,8100,9108,Blocked,
SWA2787,1,20:09:02,20:17:01,22638,32325,Blocked,
N421SC,1,20:10:57,20:18:48,42075,42100,Blocked,
N858EE,1,20:10:59,20:19:39,46050,46058,Blocked,
SWA2519,1,20:11:13,20:19:13,23425,35789,Blocked,
DAL867,1,20:13:46,20:21:01,34025,34075,Blocked,
TWY267,1,20:13:54,20:22:23,23225,41675,Blocked,
N500CJ,1,20:14:33,20:22:33,21175,35764,Blocked,
SWA3401,1,20:15:16,20:22:41,38025,38050,Blocked,
LXJ261,1,20:18:29,20:27:21,31912,31996,Blocked,
AAL1083,1,20:21:52,20:28:31,19619,37015,Blocked,
SWA2939,1,20:24:55,20:28:12,17250,17350,Blocked,
N888ZF,1,20:26:58,20:35:11,44050,44075,Blocked,
DAL1059,1,20:27:01,20:27:43,8025,8200,Blocked,
UPS2344,1,20:27:28,20:33:37,36025,36050,Blocked,
UPS2310,1,20:30:10,20:36:41,36000,36050,Blocked,
CYO924,1,20:30:57,20:37:00,36000,36050,Blocked,
