ident,section,time_appear,time_disappear,alt_min_ft,alt_max_ft,label,notes
SWA3211,1,16:13:27,16:22:46,18332,33100,Clear,
AAL1242,1,16:16:35,16:27:05,19537,36025,Clear,
EJA787,1,16:17:04,16:24:58,41975,42000,Clear,
SWA1883,1,16:19:07,16:25:53,38025,38050,Persistent,
ASA397,1,16:24:32,16:33:48,34975,34975,Clear,
EJA949,1,16:25:35,23:07:15,42000,43925,Clear,
SWA4221,1,16:25:41,16:32:31,26993,35925,Clear,
FTD508,1,16:26:36,22:45:30,8150,30750,Blocked,
DAL2586,1,16:27:10,16:28:41,36000,36025,Blocked,
SWA2555,1,16:28:05,16:37:48,37025,37050,Clear,
SWA268,1,16:29:11,16:39:05,39000,39025,Clear,
DAL1112,1,16:29:45,16:37:12,40075,40100,Clear,
N89DB,1,16:31:53,16:40:25,11225,21710,Clear,
N801CB,1,16:36:42,16:42:37,42100,42150,Clear,
N280JM,1,16:37:22,16:41:00,30721,37039,Blocked,
SKW3300,1,16:37:59,16:44:50,36050,36075,Persistent,
N597RB,1,16:38:08,16:43:26,39975,40050,Blocked,
AAL1919,1,16:40:51,16:51:02,21351,33029,Clear,
EJA597,1,16:40:56,16:54:49,8764,30150,Blocked,
N24MY,1,16:41:23,16:52:13,31925,31925,Blocked,
DAL482,1,16:42:08,16:49:47,34000,34050,Clear,
AAL2015,1,16:42:24,16:52:45,19421,30973,Clear,
AAL1014,1,16:42:34,16:43:59,8175,9150,Clear,
N343AK,1,16:43:25,16:54:57,8818,23825,Blocked,
AAL2884,1,16:45:14,16:56:02,11575,16475,Clear,
AAL2053,1,16:45:22,16:57:14,19516,32825,Clear,
AAL2657,1,16:45:41,19:46:57,32975,34025,Clear,
N588CV,1,16:46:28,16:53:37,42075,42075,Clear,
EJA916,1,16:50:22,16:58:32,44025,44025,Clear,
UAL496,1,16:51:49,16:58:49,36025,36025,Clear,
UAL2600,1,16:52:52,16:54:51,34950,34950,Blocked,
AAL1798,1,16:52:53,17:02:51,19459,33025,Clear,
UAL1608,1,16:54:06,16:55:21,35975,35975,Blocked,
AAL501,1,16:55:16,17:04:06,18173,31723,Blocked,
N752GT,1,16:57:07,17:06:29,20158,35814,Blocked,
DAL450,1,16:57:32,17:04:38,30925,30975,Blocked,
KOW187,1,16:58:48,17:00:11,12664,15438,Blocked,
SWA4750,1,16:59:20,21:23:18,22314,37875,Clear,
N773LM,1,17:02:50,17:10:17,42025,42050,Persistent,
SKW4971,1,17:03:04,19:23:36,35000,38100,Clear,
AAL515,1,17:05:40,17:11:59,38075,38100,Clear,
SKW5349,1,17:08:25,17:08:33,34950,34950,Blocked,
SKW4680,1,17:10:06,17:21:19,34925,34950,Clear,
SKW4916,1,17:11:40,22:34:00,34900,35950,Clear,
SKW4758,1,17:11:58,17:16:33,18575,24850,Blocked,
AAL2664,1,17:12:03,21:44:51,16194,35000,Clear,
JSX750,1,17:17:23,17:32:09,8950,29750,Blocked,
UAL2449,1,17:18:54,17:26:10,38975,39000,Blocked,
AAL1067,1,17:25:27,17:27:44,36000,36025,Blocked,
AAL2535,1,17:26:38,17:32:53,35975,36021,Blocked,
AAL2801,1,17:29:40,17:35:54,21900,32038,Blocked,
SWA4338,1,17:31:11,17:37:07,35975,36000,Blocked,
SWA1221,1,17:34:30,17:42:53,22675,35925,Blocked,
SWA3071,1,17:34:51,17:42:08,36000,36025,Clear,
FFT3971,1,17:35:10,17:45:12,19550,35000,Clear,
DAL946,1,17:35:42,22:18:12,35000,38025,Clear,
SWA311,1,17:37:05,17:45:11,19921,32850,Blocked,
SWA659,1,17:38:57,17:46:32,35975,36000,Clear,
JNY39,1,17:39:40,17:47:55,18953,31750,Blocked,
ASA781,1,17:39:43,17:47:55,35025,35025,Persistent,
LXJ477,1,17:41:02,17:47:59,44050,44075,Clear,
EJA878,1,17:41:20,17:48:39,42000,42025,Clear,
SWA3546,1,17:42:01,17:51:03,18900,32469,Blocked,
N597NE,1,17:44:52,22:40:43,33000,37950,Dissipate < 10,
UAL279,1,17:48:21,17:55:34,35950,35950,Clear,
SWA901,1,17:49:29,17:56:49,38000,38025,Clear,
UAL2491,1,17:49:33,17:59:33,35075,35100,Persistent,
SWA3168,1,17:54:00,18:03:50,22550,35025,Clear,
EJA760,1,17:54:48,18:01:44,41050,41075,Clear,
SWA1482,1,17:55:53,18:02:44,35975,36000,Clear,
N322JC,1,17:55:57,18:06:12,20709,29197,Blocked,
AAL960,1,17:56:19,18:05:29,18550,27279,Blocked,
N346PA,1,17:57:00,18:06:17,11305,26606,Clear,
UAL1383,1,17:57:07,18:09:02,40975,41000,Clear,
AAL1156,1,17:59:11,18:07:39,17253,31252,Blocked,
LXJ264,1,18:00:13,18:08:34,9167,26895,Clear,
BOMR837,1,18:02:33,18:12:00,26225,27850,Blocked,
UAL253,1,18:02:58,18:12:08,37025,37050,Dissipate < 10,
ASA433,1,18:03:31,18:13:24,32975,32975,Clear,
AMX793,1,18:03:38,18:05:06,37996,38025,Clear,
FFT1878,1,18:03:53,18:09:46,36000,36075,Persistent,
ASH6133,1,18:03:54,18:11:52,36925,36950,Clear,
UAL1276,1,18:04:21,18:11:57,36025,36025,Clear,
DAL1143,1,18:05:00,18:12:37,36000,38000,Clear,
UAL1990,1,18:05:33,18:13:05,35975,36000,Clear,
AAL1272,1,18:06:24,18:16:19,38975,39013,Clear,
SWA2631,1,18:06:30,18:16:34,21814,34975,Clear,
SWA1578,1,18:08:22,18:14:27,35950,35975,Persistent,
N340WJ,1,18:09:34,18:26:18,19625,19650,Blocked,
SKW6208,1,18:10:32,23:22:39,36025,37025,Persistent,
N345RL,1,18:11:46,18:18:04,46075,46075,Clear,
SWA336,1,18:14:25,18:19:00,39000,39000,Blocked,
N591QS,1,18:16:44,18:18:25,41000,41025,Clear,
EJA534,1,18:18:28,18:33:16,8567,27100,Blocked,
SKW6210,1,18:19:17,22:35:59,34950,36075,Clear,
JNX03,1,18:22:29,18:39:11,8444,25050,Clear,
N1932M,1,18:23:09,18:31:30,22396,33925,Clear,
SWA3401,1,18:24:37,18:32:00,36000,36000,Clear,
SKW3373,1,18:25:04,18:25:47,10889,11885,Clear,
SKW6357,1,18:25:08,20:40:04,18457,29525,Clear,
EJA571,1,18:25:14,23:40:38,40975,41925,Clear,
AAL3039,1,18:27:01,18:33:55,33950,34000,Clear,
SKW9911,1,18:27:27,18:33:10,21772,30820,Blocked,
UAL1703,1,18:28:18,18:28:39,8258,8950,Clear,
AAL1686,1,18:29:05,18:36:30,36025,36025,Clear,
UAL2857,1,18:32:10,18:34:05,32900,32900,Blocked,
N34SJ,1,18:32:42,18:41:17,46000,46000,Clear,
WSN8,1,18:32:51,20:39:01,10294,26875,Clear,
UAL8195,1,18:35:23,18:45:20,22206,35025,Clear,
N1Y,1,18:37:40,18:42:41,44025,44029,Clear,
DAL521,1,18:40:07,18:47:52,37950,38025,Persistent,
N669TT,1,18:42:15,18:51:23,44188,44225,Clear,
LXJ360,1,18:45:34,18:59:46,8581,31350,Blocked,
UAL1621,1,18:46:30,18:50:25,33925,35275,Blocked,
SWA580,1,18:47:38,18:54:32,36025,36025,Persistent,
SKW3222,1,18:48:06,18:54:49,34000,34000,Clear,
DAL504,1,18:50:37,18:58:01,32931,33000,Blocked,
DAL2568,1,18:53:35,19:00:19,38000,38050,Persistent,
AAL1167,1,18:56:31,19:03:53,33925,33975,Blocked,
CTF178,1,18:56:35,19:10:22,9175,16450,Clear,
AAY4104,1,18:56:49,19:02:48,37975,38050,Blocked,
SWA3619,1,18:58:37,19:05:38,39950,39975,Clear,
DAL1948,1,18:58:42,19:01:09,33925,33950,Blocked,
N641TW,1,18:58:50,19:05:46,38000,38025,Persistent,
FFT3659,1,18:59:47,19:09:52,19552,35025,Persistent,
JBU857,1,19:01:23,19:11:21,19395,31355,Clear,
SKW6499,1,19:02:14,19:12:46,13045,14400,Blocked,
N82VM,1,19:05:24,19:13:17,33875,33908,Clear,
SWA4755,1,19:05:42,19:13:24,35975,36000,Clear,
DAL811,1,19:07:28,19:14:24,33975,34050,Blocked,
N68CH,1,19:08:57,19:14:08,13078,24450,Clear,
AAL1308,1,19:09:29,19:18:17,38454,39050,Clear,
KOW992,1,19:16:24,19:23:41,46300,48050,Clear,
DAL937,1,19:16:47,19:18:11,8575,8625,Blocked,
SWA1705,1,19:19:24,19:31:19,40975,41008,Clear,
XAGJC,1,19:24:31,19:32:47,42075,42100,Clear,
SWA1714,1,19:27:11,19:33:34,38025,38025,Persistent,
WJA2120,1,19:27:31,19:29:43,37976,38025,Blocked,
N817DE,1,19:27:58,19:36:04,46025,46025,Clear,
SWA3466,1,19:28:37,19:39:18,22913,37063,Persistent,
ASA396,1,19:29:06,19:32:53,33875,33900,Blocked,
SWA3254,1,19:29:59,19:38:06,21475,36600,Blocked,
JBU300,1,19:33:23,19:37:40,35950,35975,Blocked,
RKJ948,1,19:33:53,21:27:39,8250,32807,Blocked,
N787AD,1,19:35:09,19:44:17,9144,22877,Blocked,
UAL1571,1,19:36:59,19:43:45,36000,36000,Persistent,
EJA891,1,19:40:21,19:54:00,8663,32900,Blocked,
JBU2801,1,19:41:32,19:52:50,34975,35025,Dissipate < 10,
N777UV,1,19:43:30,19:52:13,14075,30753,Blocked,
SWA444,1,19:46:09,19:55:19,40975,40975,Clear,
WJA2214,1,19:46:14,19:51:21,37940,38000,Blocked,
JLG806,1,19:46:34,23:34:56,16996,36075,Persistent,
AAL2050,1,19:47:41,23:12:02,30875,33975,Clear,
SWA711,1,19:51:05,19:58:15,36000,38025,Dissipate < 10,
AAL229,1,19:54:32,20:02:15,41000,41050,Clear,
N69DH,1,19:55:33,20:04:15,43950,43975,Clear,
FFT2424,1,19:56:30,20:03:09,24722,33614,Blocked,
SWA2887,1,19:57:01,20:07:09,21475,34952,Dissipate < 10,
N28BD,1,19:57:03,19:59:27,17130,19922,Blocked,
N44JC,1,19:57:40,20:05:43,42000,42000,Clear,
AAL1687,1,19:59:47,20:05:43,35950,36000,Persistent,
SWA1896,1,20:02:38,20:10:34,35925,37975,Blocked,
LET3417,1,20:03:45,20:19:02,8925,30225,Clear,
WJA2328,1,20:04:09,20:06:21,35975,36000,Persistent,
HER976,1,20:04:32,20:11:52,42000,42000,Clear,
N763DB,1,20:05:03,20:09:22,43975,43975,Clear,
SWA2380,1,20:05:11,20:11:46,38000,38025,Dissipate < 10,
SWA193,1,20:06:14,20:13:32,38925,38950,Clear,
AAL1820,1,20:09:59,20:17:49,33975,34000,Clear,
DAL1952,1,20:11:46,20:13:22,36050,36075,Persistent,
LXJ445,1,20:14:59,20:24:27,44000,44025,Clear,
N707LW,1,20:16:12,20:34:44,17375,17450,Blocked,
N963FF,1,20:16:29,20:28:47,8917,12275,Blocked,
SWA3259,1,20:18:21,20:22:45,27416,35358,Blocked,
WUP991,1,20:20:22,20:22:57,14784,20100,Clear,
LXJ537,1,20:22:35,20:31:30,43975,44025,Clear,
SWA324,1,20:24:13,20:32:42,37900,37900,Clear,
AAL1083,1,20:24:58,20:34:56,19545,34975,Clear,
DAL867,1,20:25:06,20:31:57,35925,35975,Persistent,
JBU1700,1,20:25:27,20:29:32,35875,35925,Blocked,
LXJ358,1,20:25:33,20:27:31,44000,44025,Blocked,
UAL278,1,20:28:22,20:38:41,21930,30925,Blocked,
ASA659,1,20:29:06,20:34:15,35940,36000,Clear,
SWA4793,1,20:31:12,20:35:45,38900,38900,Blocked,
TWY200,1,20:32:09,20:39:45,46000,46025,Clear,
CFRWD,1,20:37:28,20:55:49,8900,10200,Blocked,
SWA2505,1,20:39:14,20:45:39,39000,39000,Clear,
AAL2320,1,20:40:02,20:44:26,35900,35925,Blocked,
AAL2039,1,20:40:28,20:46:16,18128,25550,Blocked,
AAL2284,1,20:42:07,20:52:41,19305,30925,Clear,
LXJ527,1,20:42:32,20:50:04,46000,46025,Clear,
N293MM,1,20:42:59,20:46:00,18893,20625,Blocked,
48GL,1,20:43:10,20:49:56,43950,43975,Blocked,
SWA3509,1,20:48:00,20:52:55,37925,37925,Clear,
FFT2614,1,20:52:40,20:56:09,20540,27177,Blocked,
WJA2282,1,20:54:55,20:57:17,39950,40000,Clear,
UAL1148,1,20:57:18,21:03:55,22067,31925,Blocked,
ENY3918,1,20:59:13,23:19:56,20721,31480,Clear,
N919QS,1,21:01:22,21:03:55,43975,44000,Clear,
N957CR,1,21:04:28,21:14:29,19408,33902,Clear,
ASH6202,1,21:05:05,21:13:09,35975,36025,Clear,
AAL2432,1,21:05:46,21:12:14,21792,30836,Blocked,
DAL1871,1,21:05:53,21:08:33,34925,34950,Clear,
UAL2237,1,21:13:26,21:19:20,36000,36000,Persistent,
SWA1922,1,21:14:37,21:20:14,22050,26800,Clear,
UAL2218,1,21:14:39,21:20:15,33875,33900,Dissipate < 10,
AAY36,1,21:19:38,21:30:18,36950,37025,Clear,
CNS13,1,21:20:54,21:29:28,41975,41975,Clear,
N93M,1,21:22:31,21:28:46,43908,43925,Clear,
SWA2287,1,21:23:43,21:30:21,38000,38000,Persistent,
DAL986,1,21:24:20,21:31:55,35925,35925,Dissipate > 10,
AAL994,1,21:25:47,21:35:09,28875,28896,Clear,
AAL2128,1,21:27:53,21:32:44,20097,24942,Clear,
SWA2857,1,21:30:18,21:38:06,37950,37975,Clear,
SWA1316,1,21:31:35,21:42:05,22780,28950,Clear,
ASA260,1,21:31:45,21:35:53,35975,36000,Dissipate < 10,
N988AK,1,21:32:05,21:39:28,41900,42000,Clear,
DCM2007,1,21:43:13,21:52:40,31800,31875,Clear,
AAL1943,1,21:44:34,21:52:26,37950,37975,Clear,
FFT1099,1,21:45:16,21:55:12,19427,35025,Clear,
JBU100,1,21:46:16,21:51:41,35875,35975,Clear,
ENY4019,1,21:47:16,21:52:48,20834,26925,Clear,
N505GP,1,21:48:31,21:58:39,19600,37100,Clear,
N21212,1,21:48:49,21:51:53,8123,9414,Clear,
N827DC,1,21:49:33,21:58:03,47900,47900,Clear,
N200XC,1,21:50:32,22:05:44,22600,22750,Blocked,
AAL2783,1,21:51:59,21:58:19,36000,36050,Clear,
UAL281,1,21:52:11,21:59:29,10889,25938,Clear,
SWA467,1,21:53:29,22:04:08,36950,36975,Clear,
N211PF,1,21:53:55,22:08:37,9200,11850,Blocked,
N268TS,1,21:58:11,22:06:13,41861,41875,Clear,
UAL2204,1,22:02:50,22:10:07,32875,32875,Clear,
ENY3835,1,22:05:33,22:15:19,23419,33050,Clear,
SKW4951,1,22:05:40,22:16:30,34850,34875,Clear,
UAL245,1,22:11:05,22:23:44,36925,36975,Clear,
ASA432,1,22:12:07,22:19:37,38000,38000,Clear,
N8175P,1,22:12:38,23:23:47,8025,9700,Clear,
UAL2466,1,22:14:50,22:20:33,33900,33925,Clear,
DAL876,1,22:18:32,22:29:11,34925,35000,Clear,
SWA1933,1,22:22:58,22:32:03,21067,32917,Clear,
AAL2430,1,22:23:33,22:30:16,35900,35975,Dissipate < 10,
SWA2471,1,22:24:02,22:33:56,38925,38950,Clear,
AAL3044,1,22:28:32,22:34:21,18141,24954,Blocked,
SWA3395,1,22:32:00,22:38:39,35925,35975,Clear,
AAL971,1,22:36:43,22:46:29,19488,32938,Clear,
SWA376,1,22:38:53,22:48:58,21913,34900,Clear,
SWA1270,1,22:39:20,22:46:30,35925,35950,Clear,
SWA3548,1,22:40:36,22:47:26,23350,35625,Clear,
UAL2221,1,22:44:54,22:48:36,37900,37925,Clear,
SKW6490,1,22:45:14,22:51:08,18111,24930,Clear,
AAL2747,1,22:46:04,22:54:43,26825,26850,Clear,
UAL465,1,22:46:08,22:53:08,33925,33950,Clear,
SWA766,1,22:47:10,22:54:32,37900,37950,Clear,
SWA3023,1,22:47:17,22:54:48,35925,35975,Clear,
AAL2677,1,22:48:25,22:51:30,20887,24922,Clear,
DAL2096,1,22:51:54,22:59:14,37925,37950,Clear,
AAL2978,1,22:52:43,22:58:36,18166,24991,Blocked,
AAL2768,1,22:55:09,23:00:56,11497,17425,Clear,
AAL2431,1,22:58:08,23:05:25,35900,35950,Clear,
AAL2715,1,22:59:31,23:09:20,19515,30895,Clear,
N521Y,1,22:59:39,23:16:44,9722,12225,Clear,
N811QS,1,22:59:49,23:07:44,43925,43925,Clear,
SWA2021,1,23:01:28,23:06:58,21750,26850,Clear,
DAL8840,1,23:03:11,23:07:38,35925,37975,Clear,
SWA161,1,23:03:37,23:08:11,26200,33850,Clear,
SWA952,1,23:08:07,23:15:22,38900,38950,Clear,
AAL1994,1,23:11:01,23:18:03,32925,32950,Clear,
UAL1798,1,23:11:44,23:21:57,22544,30850,Clear,
UAL1913,1,23:17:21,23:27:32,34950,37000,Persistent,
WJA2329,1,23:19:13,23:24:52,38925,39000,Clear,
ASA2613,1,23:22:38,23:30:09,37950,37950,Clear,
N411TJ,1,23:22:50,23:33:42,39000,39050,Clear,
N610RL,1,23:23:37,23:32:31,19232,33538,Clear,
SKW4973,1,23:23:51,23:30:13,11000,16475,Clear,
DAL1101,1,23:25:24,23:33:16,11525,26838,Clear,
SWA2316,1,23:25:34,23:26:42,37950,37950,Clear,
UAL1945,1,23:26:38,23:37:51,32850,32900,Clear,
DAL730,1,23:29:49,23:31:37,8963,11725,Clear,
DAL749,1,23:30:13,23:37:16,35975,36075,Persistent,
SKW3332,1,23:34:42,23:42:05,35875,35925,Clear,
SWA1942,1,23:39:19,23:46:06,35975,36025,Persistent,
AAL2008,1,23:44:55,23:52:53,33850,33950,Clear,
SKW3220,1,23:47:27,23:57:57,32850,32875,Clear,
SKW4080,1,23:47:57,23:59:09,36063,36900,Clear,
SWA2218,1,23:50:10,23:57:20,10925,29290,Clear,
SKW9908,1,23:54:56,23:55:44,10956,12850,Clear,
N648J,1,23:57:20,23:59:46,8500,8550,Clear,
N7RX,1,23:59:02,23:59:45,45975,46000,Clear,
